99	2016630	35
473	2019355	135
158	2019355	180
736	2019355	110
538	2019355	235
425	2019355	115
358	2019360	170
479	2066700	25
374	2094960	25
645	2102665	35
347	2102810	140
626	2130640	25
789	2132900	25
774	2138055	60
662	2160430	70
342	2169820	25
649	2171140	85
24	2200225	35
342	2227145	25
433	2228655	25
424	2233105	65
649	2245540	70
364	2246170	30
718	2276265	25
474	2281840	35
761	2285100	30
243	2309755	30
436	2312505	35
628	2325655	30
346	2347105	30
699	2361210	40
474	2380580	75
795	2412550	15
472	2459420	25
741	2463900	40
749	2488885	40
48	2489125	25
131	2500810	35
355	2507945	20
784	2526510	95
774	2555605	60
93	2561525	180
649	2613325	70
93	2628330	25
153	2639310	35
72	2655840	35
261	2675890	20
346	2683150	40
274	2690795	25
785	2702930	80
1	2705980	25
93	2709150	80
699	2711420	85
711	2726155	35
187	2736740	35
480	2757955	30
516	2770200	20
5	2833860	35
106	2885885	35
176	2896810	35
93	2896815	25
649	2926460	60
144	2929820	35
724	2934290	75
649	2943430	40
458	2970830	30
347	2981710	40
580	3000190	435
576	3000190	195
364	3000190	395
500	3000190	625
662	3000195	165
351	3000195	400
157	3000195	370
150	3000195	400
354	3000195	405
355	3000195	360
31	3000195	185
30	3000195	190
780	3000195	185
782	3000195	535
371	3000195	370
155	3000195	370
176	3000195	255
70	3000195	405
754	3000195	435
42	3000195	190
43	3000195	190
264	3000195	610
257	3000195	665
269	3000195	505
64	3000195	480
263	3000195	335
260	3000195	345
272	3000195	345
67	3000195	365
60	3000195	390
252	3000195	405
472	3000195	180
262	3000195	410
53	3000195	410
72	3000195	410
471	3000195	165
455	3000195	165
465	3000195	175
663	3000195	175
469	3000195	480
463	3000195	170
454	3000195	170
468	3000195	490
669	3000195	245
473	3000195	180
623	3000195	340
622	3000195	430
418	3000195	435
407	3000195	460
419	3000195	565
421	3000195	570
613	3000195	475
416	3000195	320
605	3000195	335
616	3000195	390
617	3000195	350
788	3000195	180
784	3000195	180
791	3000195	175
776	3000195	190
775	3000195	190
779	3000195	190
589	3000195	180
88	3000195	390
279	3000195	540
96	3000195	405
621	3000195	365
288	3000195	325
276	3000195	395
296	3000195	740
590	3000195	180
244	3000195	195
582	3000195	180
417	3000195	365
578	3000195	180
45	3000195	190
20	3000195	310
420	3000195	365
422	3000195	365
382	3000195	235
55	3000195	465
265	3000195	430
268	3000195	425
62	3000195	420
51	3000195	420
261	3000195	420
50	3000195	415
183	3000195	345
250	3000195	470
285	3000195	340
180	3000195	380
579	3000195	200
778	3000195	440
168	3000195	485
152	3000195	475
153	3000195	535
154	3000195	385
591	3000195	190
783	3000195	185
787	3000195	185
575	3000195	185
577	3000195	185
28	3000195	185
581	3000195	185
588	3000195	190
32	3000195	185
34	3000195	185
246	3000195	190
90	3000195	510
86	3000195	540
77	3000195	565
275	3000195	400
502	3000195	495
107	3000195	400
106	3000195	400
311	3000195	660
700	3000195	615
516	3000195	510
508	3000195	515
514	3000195	495
517	3000195	530
322	3000195	410
515	3000195	490
710	3000195	485
715	3000195	465
507	3000195	460
720	3000195	460
703	3000195	535
716	3000195	435
510	3000195	405
433	3000195	490
525	3000195	405
741	3000195	400
726	3000195	390
739	3000195	380
740	3000195	335
747	3000195	325
443	3000195	570
648	3000195	475
706	3000195	395
632	3000195	305
312	3000195	470
301	3000195	450
111	3000195	440
306	3000195	440
118	3000195	435
300	3000195	430
313	3000195	415
704	3000195	840
678	3000195	440
695	3000195	440
487	3000195	440
681	3000195	445
684	3000195	455
125	3000195	210
504	3000195	620
512	3000195	600
676	3000195	765
501	3000195	715
511	3000195	670
709	3000195	645
707	3000195	645
713	3000195	640
520	3000195	590
708	3000195	595
506	3000195	610
477	3000195	750
523	3000195	375
714	3000195	365
722	3000195	545
518	3000195	545
711	3000195	555
509	3000195	560
701	3000195	570
505	3000195	575
748	3000195	370
481	3000195	750
483	3000195	820
493	3000195	825
686	3000195	850
485	3000195	870
491	3000195	875
479	3000195	890
476	3000195	940
526	3000195	465
551	3000195	335
764	3000195	335
750	3000195	300
559	3000195	380
763	3000195	380
557	3000195	365
755	3000195	360
554	3000195	360
729	3000195	475
563	3000195	525
528	3000195	690
736	3000195	580
725	3000195	565
693	3000195	585
488	3000195	590
497	3000195	600
478	3000195	630
482	3000195	665
568	3000195	445
480	3000195	400
690	3000195	530
675	3000195	470
728	3000195	525
735	3000195	505
733	3000195	505
531	3000195	555
738	3000195	485
737	3000195	425
553	3000195	440
730	3000195	485
751	3000195	435
550	3000195	385
765	3000195	590
762	3000195	525
761	3000195	515
556	3000195	460
677	3000195	690
638	3000195	575
635	3000195	430
532	3000195	435
727	3000195	435
527	3000195	420
687	3000195	670
432	3000195	425
446	3000195	700
444	3000195	800
425	3000195	420
642	3000195	425
445	3000195	345
428	3000195	415
634	3000195	405
309	3000195	500
304	3000195	555
117	3000195	560
314	3000195	595
100	3000195	600
114	3000195	450
636	3000195	405
489	3000195	720
102	3000195	390
104	3000195	355
310	3000195	400
586	3000200	180
281	3000200	390
585	3000200	180
584	3000200	180
798	3000200	180
781	3000200	180
278	3000200	390
587	3000200	425
522	3000200	365
595	3000200	170
785	3000200	175
786	3000200	175
789	3000200	175
790	3000200	175
795	3000200	175
797	3000200	175
597	3000200	175
796	3000200	175
712	3000200	480
496	3000200	820
83	3000200	360
291	3000200	370
81	3000200	370
284	3000200	385
92	3000200	385
702	3000200	460
521	3000200	475
719	3000200	425
723	3000200	500
513	3000200	540
519	3000200	570
503	3000200	600
721	3000200	445
287	3000200	370
718	3000200	380
717	3000200	415
387	3000200	310
680	3000200	545
186	3000200	435
378	3000200	405
384	3000200	385
381	3000200	380
377	3000200	375
178	3000200	350
177	3000200	340
182	3000200	320
385	3000200	320
683	3000200	560
175	3000200	250
383	3000200	245
179	3000200	235
392	3000200	235
386	3000200	235
376	3000200	225
375	3000200	225
185	3000200	215
181	3000200	210
380	3000200	255
498	3000200	480
490	3000200	540
688	3000200	390
698	3000200	415
475	3000200	420
682	3000200	425
495	3000200	425
685	3000200	435
697	3000200	435
492	3000200	435
689	3000200	440
315	3000200	525
696	3000200	440
494	3000200	445
694	3000200	545
679	3000200	715
692	3000200	685
46	3000200	185
486	3000200	620
691	3000200	605
484	3000200	565
283	3000200	480
103	3000200	405
80	3000200	430
75	3000200	570
294	3000200	565
293	3000200	555
79	3000200	550
91	3000200	525
290	3000200	515
280	3000200	485
95	3000200	480
108	3000200	410
277	3000200	470
84	3000200	445
89	3000200	440
82	3000200	440
292	3000200	440
97	3000200	435
289	3000200	575
87	3000200	400
78	3000200	390
297	3000200	390
121	3000200	385
115	3000200	325
303	3000200	340
101	3000200	340
113	3000200	365
302	3000200	375
116	3000200	385
109	3000200	575
316	3000200	575
110	3000200	485
323	3000200	480
282	3000200	390
105	3000200	395
122	3000200	395
123	3000200	395
307	3000200	480
119	3000200	440
305	3000200	400
308	3000200	440
318	3000200	400
120	3000200	400
431	3000200	405
645	3000200	425
625	3000200	430
448	3000200	430
630	3000200	455
437	3000200	465
441	3000200	470
435	3000200	490
440	3000200	495
629	3000200	420
447	3000200	505
628	3000200	525
439	3000200	585
643	3000200	655
639	3000200	555
631	3000200	555
436	3000200	525
641	3000200	595
627	3000200	395
128	3000200	485
325	3000200	500
147	3000200	500
338	3000200	180
346	3000200	180
347	3000200	180
326	3000200	185
644	3000200	390
233	3000200	180
633	3000200	395
647	3000200	395
442	3000200	405
426	3000200	410
434	3000200	410
637	3000200	415
429	3000200	415
626	3000200	420
753	3000200	450
254	3000200	255
256	3000200	400
58	3000200	395
61	3000200	340
253	3000200	390
230	3000200	180
228	3000200	180
760	3000200	605
251	3000200	260
770	3000200	425
773	3000200	410
771	3000200	400
572	3000200	375
759	3000200	365
570	3000200	360
566	3000200	345
565	3000200	345
68	3000200	495
232	3000200	180
231	3000200	180
69	3000200	425
56	3000200	425
259	3000200	425
270	3000200	420
255	3000200	415
59	3000200	405
340	3000200	340
71	3000200	520
66	3000200	530
54	3000200	330
267	3000200	315
73	3000200	310
57	3000200	305
266	3000200	300
65	3000200	295
548	3000200	430
543	3000200	475
745	3000200	475
744	3000200	475
743	3000200	475
533	3000200	465
742	3000200	455
540	3000200	450
544	3000200	440
731	3000200	490
542	3000200	425
541	3000200	365
538	3000200	280
27	3000200	185
26	3000200	185
25	3000200	185
248	3000200	185
239	3000200	185
547	3000200	615
41	3000200	185
47	3000200	185
48	3000200	185
225	3000200	180
226	3000200	180
39	3000200	185
36	3000200	185
529	3000200	685
238	3000200	185
530	3000200	585
734	3000200	535
537	3000200	510
534	3000200	500
545	3000200	490
539	3000200	320
536	3000200	490
732	3000200	490
129	3000200	185
328	3000200	185
330	3000200	185
331	3000200	185
335	3000200	185
339	3000200	185
344	3000200	185
126	3000200	185
127	3000200	185
134	3000200	190
132	3000200	185
136	3000200	185
140	3000200	185
143	3000200	185
146	3000200	185
131	3000200	190
327	3000200	185
145	3000200	190
241	3000200	180
229	3000200	185
44	3000200	180
38	3000200	180
227	3000200	180
35	3000200	180
29	3000200	180
247	3000200	180
243	3000200	180
295	3000200	600
240	3000200	180
237	3000200	180
236	3000200	180
235	3000200	180
430	3000200	335
438	3000200	335
640	3000200	390
234	3000200	180
670	3000200	240
664	3000200	160
467	3000200	565
466	3000200	490
650	3000200	165
653	3000200	165
659	3000200	165
660	3000200	165
661	3000200	165
608	3000200	305
656	3000200	175
673	3000200	170
658	3000200	170
657	3000200	170
464	3000200	165
462	3000200	165
459	3000200	165
458	3000200	165
609	3000200	305
620	3000200	470
610	3000200	480
604	3000200	350
401	3000200	190
402	3000200	190
412	3000200	190
600	3000200	175
400	3000200	190
456	3000200	165
408	3000200	305
415	3000200	310
611	3000200	315
606	3000200	320
612	3000200	320
614	3000200	320
601	3000200	255
410	3000200	285
667	3000200	165
207	3000200	195
204	3000200	310
18	3000200	325
16	3000200	335
221	3000200	340
